Person ,age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
21022,24,Never,Hetero,Muslim,3,5,2,6,7,2,3,1,1,1,2
21023,25,Never,Hetero,Muslim,6,7,4,7,4,5,6,3,1,1,1
21024,20,Never,Hetero,Muslim,2,6,4,6,7,1,4,3,2,2,3
21025,24,Never,Hetero,Muslim,2,6,5,7,6,5,3,2,2,1,3
21026,17,Never,Bi,Muslim,1,3,6,7,1,5,5,2,3,3,3
21027,20,Never,New Types,Muslim,4,1,7,7,7,7,1,3,4,2,4
21028,25,Married,New Types,Muslim,5,5,7,5,6,7,3,4,3,2,4
21029,25,Never,Hetero,Muslim,1,4,7,7,5,5,2,4,2,4,4
21030,17,Never,Hetero,Muslim,1,1,6,1,1,1,1,3,2,2,3
21031,21,Never,Hetero,Muslim,5,5,3,7,7,6,6,3,2,1,2
21032,22,Never,Hetero,Muslim,5,7,7,4,4,2,2,4,2,3,3
21033,20,Never,Bi,Muslim,6,6,7,6,7,3,5,4,4,4,4
21034,21,Never,New Types,Muslim,5,5,2,3,6,1,4,1,2,2,2
21035,19,Never,Hetero,Muslim,5,4,3,4,5,6,6,1,1,1,1
21036,23,Never,Hetero,Muslim,6,6,2,5,7,6,4,2,1,2,2
21037,26,Never,Hetero,Muslim,5,7,6,6,5,1,4,2,2,2,3
21038,21,Never,Bi,Muslim,4,4,6,6,7,6,4,4,3,4,4
21039,19,Never,Hetero,Muslim,5,3,6,2,5,3,1,1,2,4,4
21040,20,Never,Hetero,Muslim,4,4,7,2,3,4,2,2,2,1,2
21041,20,Never,Hetero,Muslim,4,3,7,1,3,7,4,3,2,2,2
21042,19,Never,Hetero,Muslim,5,2,2,2,6,7,3,2,2,2,2
21043,19,Never,New Types,Muslim,4,3,7,7,4,4,4,3,3,3,4
21044,29,Never,Hetero,Muslim,2,5,6,7,6,4,3,3,2,2,4
21045,19,Never,Hetero,Muslim,7,7,3,4,5,1,6,1,1,1,1
21046,26,Previously,Hetero,Muslim,7,5,6,4,5,1,3,1,1,3,2
21047,27,Never,Hetero,Muslim,4,7,1,7,7,1,5,2,3,4,4
21048,29,Married,Hetero,Muslim,4,7,7,5,6,1,2,4,3,3,4
21049,23,Never,New Types,Muslim,4,6,4,7,6,5,3,4,3,2,4
21050,21,Never,Hetero,Muslim,5,6,6,4,6,6,3,3,2,2,3
21051,26,Married,Hetero,Muslim,1,1,1,1,1,1,1,4,4,4,4
21052,32,Married,Hetero,Muslim,5,7,7,6,6,5,5,4,1,2,4
21053,23,Never,Hetero,Muslim,5,5,7,5,5,7,2,4,4,4,4
21054,23,Never,Hetero,Protestant,2,5,5,6,5,5,3,2,2,2,2
21055,26,Never,Hetero,Muslim,6,5,4,4,6,7,5,3,2,3,2
21056,21,Never,Hetero,Muslim,6,5,7,2,6,4,2,4,3,4,4
21057,21,Never,Hetero,Muslim,6,7,6,6,6,5,2,3,3,3,4
21058,21,Never,Hetero,Muslim,6,5,5,7,6,7,3,2,1,2,2
21059,27,Never,Hetero,Muslim,3,3,5,7,4,6,3,3,4,2,4
21060,28,Never,Hetero,Muslim,3,6,2,2,7,5,3,1,2,1,2
21061,21,Never,Hetero,Muslim,1,2,7,3,3,7,1,4,4,4,4
21062,22,Never,Hetero,Muslim,4,5,6,5,4,5,5,2,2,2,1
21063,29,Never,New Types,Muslim,2,6,6,5,6,5,5,3,2,4,4
21064,19,Never,New Types,Muslim,6,6,3,4,6,5,5,3,1,2,1
21065,21,Never,New Types,Muslim,1,4,3,5,6,6,2,2,2,3,2
21066,19,Never,Hetero,Muslim,4,5,5,7,6,5,5,2,1,2,2
21067,16,Never,New Types,Muslim,4,3,4,5,7,4,2,3,2,4,2
21068,21,Never,Asexual,Muslim,6,7,6,3,6,4,4,3,1,1,3
21069,21,Never,Hetero,Muslim,6,7,7,5,3,7,1,1,1,4,4
21070,17,Never,New Types,Muslim,5,1,7,3,6,2,3,4,2,3,4
21071,20,Never,New Types,Muslim,7,7,7,1,7,5,6,4,1,3,4
21072,27,Married,Hetero,Muslim,2,2,6,7,6,6,2,3,1,1,3
21073,36,Never,Hetero,Muslim,5,5,7,2,7,6,1,4,3,4,4
21074,15,Never,New Types,Muslim,6,4,6,6,4,6,5,4,4,3,4
21075,23,Never,New Types,Muslim,5,1,6,1,1,3,4,4,4,4,4
21076,21,Never,Hetero,Muslim,5,7,6,3,7,1,5,4,1,1,2
21077,21,Never,Hetero,Muslim,2,5,5,4,3,5,3,4,3,4,4
21078,22,Never,Hetero,Muslim,4,6,4,6,2,1,4,4,3,3,2
21079,25,Previously,New Types,Muslim,4,5,6,5,7,5,5,2,3,2,2
21080,20,Never,Hetero,Muslim,4,4,7,6,6,5,1,4,2,4,4
21081,18,Never,Bi,Muslim,6,5,6,4,6,6,4,4,2,1,4
21082,22,Never,New Types,Muslim,1,6,5,2,5,3,4,2,1,1,2
21083,21,Never,Bi,Muslim,1,6,6,7,7,4,2,3,3,2,4
21084,19,Never,Bi,Muslim,2,6,1,7,4,4,6,1,1,1,1
21085,21,Never,Hetero,Muslim,2,7,7,7,4,7,1,4,2,3,4
21086,18,Never,Hetero,Muslim,1,5,6,6,5,4,3,3,2,2,3
21087,24,Never,Hetero,Muslim,2,6,3,6,6,3,6,2,1,1,3
21088,23,Never,Hetero,Muslim,5,4,6,4,6,5,4,2,2,2,2
21089,21,Never,New Types,Muslim,5,6,3,3,6,3,6,2,2,2,1
21090,20,Never,Hetero,Muslim,3,7,4,1,7,1,1,4,3,3,4
21091,25,Never,Hetero,Muslim,5,5,2,5,7,6,5,4,2,3,4
21092,17,Never,Hetero,Muslim,6,6,2,4,6,4,4,2,1,2,2
21093,20,Never,Hetero,Muslim,5,6,5,4,2,2,1,3,2,3,4
21094,15,Never,New Types,Muslim,5,7,7,6,5,7,2,4,3,4,4
21095,21,Never,New Types,Muslim,3,5,7,7,6,4,2,4,2,1,2
21096,19,Never,New Types,Muslim,6,5,7,2,5,6,1,4,3,4,4
21097,19,Never,Hetero,Muslim,4,2,2,5,5,4,6,2,1,1,1
21098,20,Never,New Types,Muslim,5,4,6,3,5,6,4,2,1,2,2
21099,22,Never,Bi,Muslim,2,6,5,6,6,5,5,3,2,1,2
21100,19,Never,Hetero,Muslim,6,5,5,5,6,5,5,2,1,2,2
21101,23,Never,Hetero,Muslim,1,5,7,7,5,2,2,3,2,3,3
21102,21,Never,New Types,Muslim,3,7,7,5,6,6,3,3,3,3,2
21103,27,Never,Hetero,Muslim,5,1,7,6,7,7,1,4,2,2,4
21104,18,Never,Homo,Muslim,1,6,7,7,5,7,1,4,4,4,4
21105,27,Never,Hetero,Muslim,4,2,5,6,4,7,2,1,2,2,2
21106,21,Never,Hetero,Muslim,4,6,7,3,4,4,2,4,3,3,3
21107,22,Never,Hetero,Muslim,1,4,6,6,4,5,1,4,3,2,3
21108,24,Never,New Types,Muslim,2,6,6,1,4,6,6,2,2,2,2
21109,18,Never,Homo,Muslim,5,6,7,6,5,6,3,4,4,4,4
21110,29,Married,New Types,Muslim,1,7,1,1,7,5,5,2,1,1,1
21111,20,Never,New Types,Muslim,4,5,6,5,4,4,3,3,4,2,4
21112,24,Never,Hetero,Muslim,2,7,6,1,6,5,3,2,1,3,3
21113,19,Never,Hetero,Muslim,1,5,5,2,3,4,4,1,1,2,1
21114,28,Never,Hetero,Muslim,6,7,7,7,6,7,1,3,3,3,4
21115,23,Never,Hetero,Muslim,2,6,5,7,6,3,3,3,4,3,4
21116,23,Never,Hetero,Muslim,2,4,6,4,4,7,2,4,3,4,4
21117,21,Never,New Types,Muslim,1,6,7,7,5,6,1,4,2,3,4
21118,21,Never,Hetero,Muslim,6,7,1,4,5,5,5,4,4,4,4
21119,30,Married,Hetero,Muslim,6,5,6,5,7,5,4,2,3,1,4
21120,19,Never,Hetero,Muslim,5,2,5,5,5,6,3,2,2,3,2
21121,22,Never,Hetero,Muslim,4,5,6,6,5,7,4,1,1,3,2
21122,23,Never,New Types,Muslim,6,6,6,6,7,6,4,2,1,1,2
21123,26,Never,Hetero,Muslim,5,3,6,3,6,6,3,2,2,2,3
21124,21,Never,Hetero,Muslim,5,3,7,6,4,4,1,3,3,4,4
21125,20,Never,New Types,Muslim,1,5,5,4,5,6,3,3,3,1,2
21126,21,Never,Hetero,Muslim,2,5,7,6,5,7,4,4,4,4,4
21127,24,Never,New Types,Muslim,4,5,5,6,5,6,5,2,2,2,2
21128,18,Never,New Types,Muslim,6,3,5,2,6,6,5,2,2,3,3
21129,15,Never,Hetero,Muslim,6,1,7,6,7,7,2,3,2,4,4
21130,19,Never,Homo,Muslim,2,5,3,6,6,5,5,1,1,1,2
21131,20,Never,New Types,Muslim,6,7,3,7,7,5,6,3,2,4,1
21132,22,Never,Asexual,Muslim,3,2,5,6,7,6,2,4,3,3,4
21133,18,Never,Hetero,Muslim,2,4,6,7,7,1,2,4,2,2,3
21134,21,Never,Hetero,Muslim,1,2,7,5,6,6,2,4,4,4,4
21135,23,Never,Asexual,Muslim,5,7,5,7,7,7,5,4,2,3,4
21136,24,Never,New Types,Muslim,4,7,7,7,1,1,1,4,3,4,4
21137,15,Never,Asexual,Muslim,1,1,7,7,5,7,2,4,3,4,4
21138,18,Never,Bi,Christian,3,5,6,4,7,7,1,2,3,2,4
21139,26,Never,Hetero,Muslim,4,6,6,5,6,6,5,4,2,3,2
21140,22,Never,Bi,Muslim,5,3,6,4,6,6,2,3,4,2,4
21141,18,Never,New Types,Muslim,4,6,6,5,4,5,2,3,1,1,3
21142,22,Never,Homo,Muslim,5,6,4,7,4,3,4,3,2,2,2
21143,22,Never,Hetero,Muslim,7,6,7,2,7,7,4,4,2,3,4
21144,20,Never,New Types,Muslim,1,7,1,5,5,1,7,1,1,1,1
21145,21,Never,Hetero,Muslim,2,2,7,7,7,1,3,4,3,4,4
21146,22,Never,Bi,Muslim,1,1,1,1,1,1,1,1,1,1,2
21147,20,Never,Hetero,Muslim,6,5,6,7,4,3,6,3,2,3,2
21148,19,Never,Hetero,Muslim,3,6,3,6,6,5,6,2,2,2,3
21149,24,Never,Hetero,Muslim,3,3,7,5,7,4,3,4,2,2,4
21150,25,Never,Asexual,Muslim,7,7,7,2,7,1,1,4,4,4,4
21151,19,Never,Bi,Muslim,6,5,7,5,6,6,3,3,1,2,3
21152,32,Never,Hetero,Muslim,1,1,5,6,7,5,5,3,2,2,4
21153,20,Never,Bi,Muslim,6,7,7,6,5,7,3,2,4,4,4
21154,18,Never,New Types,Muslim,4,4,7,6,7,4,1,4,2,3,4
21155,45,Married,Hetero,Buddhist,4,7,2,5,6,2,4,2,1,2,2
21156,23,Never,Hetero,Muslim,1,5,7,5,5,6,2,3,2,2,2
21157,24,Never,New Types,Muslim,6,7,4,1,1,4,4,1,1,2,3
21158,21,Never,New Types,Muslim,6,7,7,7,5,6,4,4,2,3,4
21159,22,Never,New Types,Muslim,5,6,5,1,5,1,4,1,1,1,1
21160,32,Never,Hetero,Muslim,1,1,5,7,7,6,5,3,3,2,4
21161,26,Never,Bi,Muslim,5,3,5,3,5,6,4,1,1,1,2
21162,20,Never,Bi,Muslim,5,6,7,6,6,4,5,4,4,4,4
21163,23,Never,Hetero,Muslim,4,5,7,3,6,6,3,4,2,2,4
21164,21,Never,Hetero,Muslim,2,2,2,4,5,3,3,4,3,1,2
21165,22,Never,Homo,Muslim,5,6,5,6,4,5,5,1,2,2,2
21166,21,Never,Hetero,Muslim,3,5,7,6,7,6,1,4,3,3,4
21167,18,Never,Hetero,Muslim,7,5,4,5,5,4,4,2,1,1,2
21168,26,Never,Hetero,Muslim,6,3,7,1,5,6,2,4,4,3,4
21169,19,Never,Asexual,Muslim,1,1,6,5,4,5,4,4,3,2,3
21170,22,Never,Bi,Muslim,7,4,7,7,7,7,4,4,4,4,4
21171,21,Never,Hetero,Muslim,7,7,7,1,7,6,6,1,1,2,1
21172,26,Never,Hetero,Muslim,2,6,5,6,5,2,3,2,4,2,3
21173,26,Never,Hetero,Muslim,5,1,7,5,6,4,7,4,4,4,4
21174,21,Never,Hetero,Muslim,5,7,5,1,7,7,6,2,1,4,1
21175,19,Never,Hetero,Muslim,1,1,1,1,1,1,7,1,1,1,1
21176,17,Never,Hetero,Muslim,4,6,7,5,7,7,2,4,4,3,3
21177,23,Never,Hetero,Muslim,2,3,5,6,6,6,6,2,1,2,1
21178,30,Married,Hetero,Muslim,5,3,2,5,6,5,7,2,1,1,2
21179,21,Never,Hetero,Muslim,7,6,6,5,7,6,6,2,2,1,2
21180,27,Never,Asexual,Muslim,4,6,5,6,6,4,6,2,2,2,3
21181,23,Never,Hetero,Muslim,5,5,2,1,6,3,5,1,2,1,2
21182,46,Married,Bi,Hindu,4,6,6,3,7,1,4,2,2,3,2
21183,22,Never,New Types,Muslim,4,7,6,3,6,5,1,4,4,4,4
21184,24,Never,Hetero,Muslim,3,5,6,4,5,5,1,4,3,3,4
21185,22,Never,New Types,Muslim,5,2,5,6,5,5,3,2,1,1,2
21186,21,Never,New Types,Muslim,1,1,7,7,4,7,2,4,3,4,4
21187,20,Never,Hetero,Muslim,3,4,7,5,4,3,2,4,2,4,2
21188,26,Never,Bi,Muslim,2,6,6,6,7,2,3,3,2,3,3
21189,18,Never,New Types,Muslim,1,1,7,5,1,1,1,4,2,2,3
21190,19,Never,New Types,Muslim,7,6,2,1,7,2,6,1,1,2,1
21191,21,Never,Homo,Agnostic,7,5,7,1,2,6,4,2,1,4,2
21192,27,Married,Hetero,Muslim,5,5,7,7,7,1,6,1,1,1,3
21193,20,Never,Bi,Muslim,6,7,2,4,5,4,6,2,1,1,1
21194,17,Never,Bi,Muslim,4,5,7,4,5,6,3,2,2,2,2
21195,24,Never,Hetero,Agnostic,3,6,7,6,6,1,4,4,2,4,2
21196,23,Never,Bi,Muslim,7,4,1,5,7,4,5,1,3,1,1
21197,22,Never,Hetero,Muslim,1,1,7,7,4,3,2,4,4,4,3
21198,26,Married,New Types,Muslim,3,6,7,7,5,7,4,4,3,3,3
21199,20,Never,Hetero,Muslim,2,5,3,6,5,5,4,2,2,2,2
21200,22,Never,New Types,Muslim,5,7,6,7,7,4,6,4,2,3,3
21201,21,Never,Hetero,Hindu,3,3,7,7,5,4,2,4,2,3,3
21202,23,Never,Hetero,Muslim,2,6,6,6,6,2,3,3,2,3,2
21203,22,Never,Hetero,Muslim,1,1,7,1,1,7,1,4,4,4,4
21204,29,Never,Hetero,Christian Other,7,6,2,3,7,5,3,2,3,4,3
21205,26,Never,Homo,Muslim,2,5,3,6,7,3,4,3,4,3,4
21206,21,Never,Hetero,Muslim,5,6,2,2,6,5,6,1,1,1,1
21207,23,Never,Hetero,Muslim,2,6,2,7,6,2,4,4,2,3,4
21208,20,Never,Hetero,Muslim,5,3,6,6,5,4,4,1,1,1,1
21209,23,Never,Bi,Muslim,4,5,6,5,6,6,4,3,2,1,3
21210,25,Married,New Types,Christian,5,4,5,1,5,5,3,2,2,1,1
21211,25,Never,Hetero,Muslim,4,3,6,2,6,3,4,3,2,1,1
21212,19,Never,Hetero,Muslim,1,1,1,1,1,1,1,1,2,1,1
21213,22,Never,Hetero,Muslim,5,6,6,1,7,3,4,2,1,2,2
21214,23,Never,New Types,Muslim,4,7,4,6,6,6,7,1,1,1,2
21215,21,Never,Hetero,Muslim,5,7,4,2,1,5,6,2,2,1,2
21216,20,Never,Hetero,Muslim,5,4,6,7,7,5,3,3,3,2,3
21217,21,Never,Asexual,Muslim,2,3,7,6,5,3,2,4,4,4,4
21218,21,Never,Asexual,Muslim,6,6,7,2,7,6,3,3,2,2,3
21219,23,Never,Hetero,Muslim,1,7,7,7,7,2,3,3,3,4,4
21220,24,Never,Hetero,Muslim,6,6,4,6,7,4,5,3,2,1,3
21221,23,Never,Hetero,Muslim,1,1,7,7,5,6,1,4,3,4,4
21222,20,Never,New Types,Atheist,7,7,7,7,7,7,7,4,4,4,4
21223,20,Never,New Types,Muslim,4,4,7,5,6,2,1,4,4,4,4
21224,20,Never,Hetero,Muslim,2,2,7,5,5,7,2,3,3,3,4
21225,25,Never,Bi,Agnostic,5,6,6,2,6,2,3,2,1,2,2
21226,20,Never,Bi,Muslim,5,1,7,7,7,7,1,2,4,3,4
21227,20,Never,Bi,Muslim,1,4,5,7,5,6,1,4,4,3,4
21228,22,Never,Hetero,Muslim,5,5,4,2,6,6,6,1,1,1,2
21229,22,Never,Homo,Muslim,4,6,1,1,7,1,7,4,4,2,4
21230,28,Never,Hetero,Muslim,5,7,5,2,6,1,6,2,1,1,2
21231,20,Never,New Types,Muslim,6,5,7,7,3,4,1,4,4,3,4
21232,26,Never,Hetero,Muslim,6,6,2,3,7,2,6,2,1,1,2
21233,18,Never,Asexual,Muslim,1,1,1,1,7,1,7,1,1,1,1
21234,24,Never,Bi,Muslim,6,5,7,5,6,5,2,3,2,2,3
21235,17,Never,Hetero,Muslim,6,6,5,5,6,2,7,2,2,4,2
21236,23,Never,New Types,Muslim,3,6,5,5,5,3,6,1,1,2,1
21237,21,Never,Hetero,Muslim,5,7,3,3,6,2,6,1,1,1,2
21238,20,Never,New Types,Muslim,4,5,5,6,5,5,5,1,1,1,2
21239,20,Never,New Types,Muslim,4,6,5,5,5,5,4,1,1,1,2
21240,34,Married,Hetero,Muslim,1,4,7,4,4,4,1,2,4,4,4
21241,18,Never,Asexual,Muslim,3,4,6,4,5,7,1,3,4,1,3
21242,22,Never,Hetero,Muslim,2,6,6,6,6,5,2,3,1,1,2
21243,37,Married,Homo,Muslim,5,4,6,5,5,4,4,2,2,2,2
21244,19,Never,Hetero,Muslim,5,4,6,5,5,6,3,4,2,3,4
21245,18,Never,New Types,Muslim,4,6,5,7,4,2,4,2,1,1,2
21246,24,Never,New Types,Muslim,3,1,1,5,5,5,5,2,1,1,1
21247,21,Never,Homo,Muslim,6,4,6,2,4,6,2,3,2,3,3
21248,19,Never,Hetero,Muslim,1,1,1,1,1,2,7,2,1,1,1
21249,25,Never,Hetero,Muslim,2,2,5,4,4,6,3,1,1,3,3
21250,21,Never,New Types,Muslim,4,5,7,5,5,5,6,3,2,2,4
21251,22,Never,Asexual,Muslim,2,3,6,7,5,6,2,2,1,1,2
21252,21,Never,Hetero,Muslim,4,3,5,7,7,5,5,2,1,2,3
21253,27,Never,Hetero,Muslim,5,6,2,5,5,2,5,2,1,1,1
21254,36,Married,Hetero,Christian Other,4,6,5,3,6,1,2,2,1,2,1
21255,19,Never,Hetero,Buddhist,1,3,7,7,4,4,2,4,4,4,4
21256,18,Never,New Types,Muslim,6,5,1,1,5,3,4,2,1,2,2
21257,23,Never,New Types,Muslim,2,3,6,2,4,7,3,2,1,3,4
21258,31,Never,Hetero,Muslim,5,2,6,3,7,4,6,4,2,3,3
21259,22,Never,Asexual,Other,3,6,7,7,7,7,7,4,4,2,4
21260,22,Never,Hetero,Muslim,6,6,7,4,7,6,6,2,2,2,2
21261,16,Never,Hetero,Christian,4,5,6,4,6,4,3,4,4,2,4
21262,20,Never,Hetero,Muslim,5,6,7,1,6,2,5,4,3,4,4
21263,19,Never,Hetero,Muslim,1,1,4,4,1,1,1,1,1,1,1
21264,26,Never,Asexual,Muslim,5,2,7,6,4,3,7,2,2,2,4
21265,20,Never,New Types,Muslim,6,6,5,7,7,4,3,4,1,3,2
21266,13,Never,New Types,Christian Other,1,2,7,3,5,1,1,2,2,3,4
21267,21,Never,Hetero,Muslim,5,6,7,7,4,1,1,3,2,2,3
21268,20,Never,Hetero,Muslim,3,4,5,7,4,6,4,3,3,1,4
21269,28,Married,Hetero,Muslim,4,7,5,6,5,6,4,3,2,2,2
21270,19,Never,Hetero,Muslim,6,6,5,1,6,2,5,3,1,1,3
21271,22,Never,Hetero,Muslim,2,4,4,6,5,4,4,2,1,2,1
21272,19,Never,Hetero,Christian Other,1,4,7,7,4,7,1,3,3,3,4
21273,22,Never,New Types,Muslim,1,7,7,4,7,1,4,3,2,4,4
21274,29,Married,New Types,Muslim,6,5,6,5,6,5,5,2,3,3,4
21275,25,Never,New Types,Muslim,4,6,5,6,7,5,3,4,3,3,3
21276,23,Never,Hetero,Muslim,2,4,7,6,6,5,3,3,2,3,3
21277,18,Never,Hetero,Muslim,5,5,7,6,6,7,1,2,3,4,4
21278,24,Never,Hetero,Muslim,5,6,5,5,6,4,5,2,1,1,2
21279,21,Never,New Types,Muslim,6,6,6,3,7,1,5,4,1,1,2
21280,17,Never,Hetero,Muslim,2,1,5,5,3,7,6,4,1,2,2
21281,22,Never,Hetero,Muslim,6,7,6,5,7,4,5,3,2,3,3
21282,22,Never,Hetero,Muslim,1,6,6,7,7,1,4,3,2,2,3
21283,39,Married,Hetero,Muslim,6,7,3,1,6,5,5,3,2,3,3
21284,20,Never,Hetero,Muslim,5,6,6,6,6,4,3,3,2,3,4
21285,23,Never,Hetero,Muslim,6,6,3,5,5,2,5,1,2,1,1
21286,19,Never,New Types,Muslim,7,7,4,7,7,2,6,2,2,2,1
21287,27,Never,New Types,Muslim,6,5,7,5,5,4,3,4,3,3,3
21288,22,Never,Hetero,Muslim,6,5,1,1,6,4,7,1,1,1,1
21289,42,Married,Hetero,Muslim,5,6,2,2,7,2,7,2,1,1,2
21290,20,Never,Asexual,Protestant,5,6,6,6,7,5,2,4,4,4,4
21291,21,Never,Hetero,Muslim,4,6,6,4,7,6,4,3,2,2,2
21292,26,Never,New Types,Muslim,6,5,3,2,1,1,3,2,1,2,2
21293,25,Never,Hetero,Muslim,2,5,6,4,5,7,5,4,4,4,4
21294,22,Never,Hetero,Muslim,4,6,7,3,6,2,1,4,4,1,1
21295,26,Never,Bi,Muslim,2,6,4,7,5,4,3,1,3,4,4
21296,21,Second,Hetero,Muslim,6,6,5,3,4,4,3,2,1,1,1
21297,22,Never,Hetero,Muslim,2,5,5,7,7,1,3,3,1,1,2
21298,42,Married,New Types,Muslim,1,1,1,1,1,1,1,4,3,4,4
21299,19,Never,Bi,Muslim,5,3,6,7,7,5,5,3,3,3,3
21300,28,Married,Hetero,Muslim,2,6,5,7,6,5,3,1,2,3,2
21301,22,Never,Hetero,Muslim,3,5,3,7,5,7,4,2,1,2,2
21302,22,Never,Hetero,Muslim,1,7,4,7,6,1,6,1,1,4,2
21303,19,Never,New Types,Muslim,5,5,6,7,6,5,6,2,1,1,1
21304,23,Never,Hetero,Muslim,2,6,7,5,5,6,2,4,4,4,4
21305,24,Never,Homo,Muslim,2,6,5,7,7,5,6,2,1,1,1
21306,23,Never,Hetero,Muslim,5,4,6,4,5,3,3,2,2,1,2
21307,25,Never,Hetero,Muslim,4,6,2,2,4,4,2,2,3,1,2
21308,18,Never,Hetero,Muslim,7,7,4,6,7,1,6,2,1,1,2
21309,19,Never,New Types,Muslim,5,6,5,4,6,3,4,3,2,1,3
21310,17,Never,Hetero,Other,7,6,5,4,4,5,6,3,1,1,2
21311,21,Never,Hetero,Muslim,6,5,3,7,6,6,5,2,1,1,2
21312,21,Never,Hetero,Muslim,1,1,7,1,7,6,1,4,4,4,4
21313,22,Married,New Types,Muslim,6,7,6,2,7,5,5,3,1,2,2
21314,26,Never,Hetero,Christian Other,2,6,2,6,7,1,4,1,2,1,2
21315,23,Never,Hetero,Muslim,3,6,6,7,7,2,3,2,2,3,3
21316,22,Never,Asexual,Muslim,4,6,7,6,7,1,1,2,2,2,4
21317,17,Never,Hetero,Christian,1,5,6,6,7,5,3,1,2,3,2
21318,20,Never,Hetero,Muslim,6,5,6,2,7,1,5,2,1,2,2
21319,29,Never,Hetero,Muslim,1,3,7,6,7,1,3,4,2,3,4
21320,23,Never,Hetero,Muslim,1,1,1,2,6,1,7,1,1,1,1
21321,21,Never,Hetero,Muslim,2,3,5,3,7,6,5,3,1,1,2
21322,25,Never,Hetero,Muslim,6,6,3,1,6,1,3,2,3,2,4
21323,23,Never,Hetero,Muslim,1,7,1,7,7,1,6,1,1,1,1
21324,26,Married,Hetero,Muslim,3,5,6,6,6,3,5,2,1,1,1
21325,21,Never,New Types,Muslim,5,3,7,3,6,6,3,4,3,2,4
21326,23,Never,New Types,Muslim,4,5,6,4,4,5,4,4,1,4,4
21327,21,Never,Hetero,Muslim,4,5,5,6,5,4,4,2,2,2,1
21328,23,Second,New Types,Muslim,1,1,7,7,1,1,1,4,4,4,4
21329,20,Never,Asexual,Muslim,6,6,6,6,6,6,6,4,3,2,3
21330,26,Never,Hetero,Muslim,4,7,7,3,7,2,2,4,2,2,2
21331,16,Never,New Types,Muslim,5,5,7,5,7,3,3,4,4,3,4
21332,21,Never,Hetero,Muslim,6,5,5,4,4,6,3,1,2,2,2
21333,19,Never,Hetero,Muslim,4,3,6,1,5,5,1,2,2,1,4
21334,23,Never,Hetero,Muslim,4,6,6,5,5,3,3,1,1,2,2
21335,24,Never,Hetero,Protestant,1,5,5,7,6,7,4,2,3,2,4
21336,20,Never,Asexual,Muslim,3,5,7,6,7,7,2,4,1,2,4
21337,39,Married,Homo,Muslim,5,3,3,6,6,2,5,2,1,1,2
21338,19,Never,Hetero,Muslim,2,6,7,6,5,4,3,3,2,2,2
21339,21,Never,Bi,Muslim,5,5,5,3,5,7,7,1,1,1,1
21340,22,Never,Hetero,Muslim,5,6,4,4,6,5,6,2,1,1,1
21341,22,Never,Hetero,Muslim,5,6,6,7,5,6,6,2,1,1,2
21342,24,Married,Bi,Muslim,2,1,3,6,5,2,4,4,1,4,2
21343,24,Never,Hetero,Muslim,5,6,6,5,6,3,5,4,1,1,2
21344,25,Never,Bi,Muslim,5,6,5,5,4,6,3,2,2,4,3
21345,19,Never,Hetero,Muslim,4,6,6,3,3,5,2,2,4,2,4
21346,27,Never,Hetero,Muslim,1,5,5,7,6,7,6,2,2,1,2
21347,21,Never,Hetero,Muslim,5,6,5,4,6,4,5,2,1,1,1
21348,24,Never,New Types,Muslim,6,7,6,6,7,2,5,2,1,1,2
21349,18,Never,Hetero,Muslim,1,6,5,6,7,4,2,4,2,4,2
21350,31,Never,Hetero,Muslim,5,6,4,4,6,4,5,2,2,1,2
21351,26,Never,Homo,Muslim,5,6,5,4,5,5,4,1,1,1,1
21352,19,Never,New Types,Muslim,2,1,5,1,1,3,1,3,1,1,3
21353,28,Never,Hetero,Muslim,2,5,7,6,6,3,2,4,1,4,1
21354,26,Never,Hetero,Muslim,5,7,5,4,5,5,6,2,1,2,2
21355,28,Married,New Types,Muslim,5,7,5,7,7,2,3,1,1,1,2
21356,19,Never,Asexual,Muslim,5,7,6,7,6,5,6,4,3,3,4
21357,18,Never,Hetero,Muslim,5,6,5,6,5,2,5,2,2,2,3
21358,26,Never,Hetero,Muslim,5,6,7,5,6,5,2,4,2,3,3
21359,23,Never,Hetero,Muslim,2,4,4,6,5,5,4,2,1,1,1
21360,19,Never,Hetero,Muslim,6,7,6,6,7,6,5,2,1,1,1
21361,25,Never,Bi,Muslim,2,3,7,7,5,7,3,3,3,2,4
21362,21,Never,Hetero,Muslim,5,5,7,4,7,7,4,4,3,4,4
21363,26,Never,Hetero,Muslim,1,5,7,7,7,5,2,2,3,4,4
21364,22,Never,Hetero,Muslim,6,7,2,5,7,2,7,1,1,2,1
21365,22,Never,Bi,Muslim,6,5,6,1,3,2,4,3,1,2,2
21366,24,Never,Hetero,Muslim,5,5,3,5,6,6,5,2,1,1,2
21367,25,Never,New Types,Muslim,5,6,3,7,5,2,5,2,2,1,3
21368,21,Never,Hetero,Muslim,2,6,7,6,6,5,3,4,3,3,3
21369,25,Never,Bi,Muslim,3,6,7,6,4,2,2,3,3,2,2
21370,20,Never,New Types,Muslim,4,7,7,7,6,6,4,4,4,4,4
21371,26,Never,Bi,Muslim,1,6,7,6,7,4,1,3,3,2,4
21372,29,Married,New Types,Muslim,5,4,5,5,5,1,3,2,1,3,2
